id,name_ko,sector,ko_sum,ko_med
mbc,MBC,통신·미디어·엔터,9118669,8658144
kbs,KBS,통신·미디어·엔터,3781458,3587778
youtube,유튜브,인터넷·플랫폼·게임,1087608,851628
google,구글,인터넷·플랫폼·게임,168391,123138
canva,캔바,전자·IT,94614,101460
samsung-electronics,삼성전자,전자·IT,65732,59070
coupang,쿠팡,유통·이커머스,171536,133740
amazon,아마존,유통·이커머스,23294,22512
tesla,테슬라,자동차·모빌리티,21072,21396
hyundai-motor,현대자동차,자동차·모빌리티,26514,26256
starbucks,스타벅스,외식,32769,24366
mcdonalds,맥도날드,외식,11076,10974
airbnb,에어비앤비,여행·항공·호텔,24826,21828
korean-air,대한항공,여행·항공·호텔,22517,22608
ikea,이케아,생활·가구·완구,12872,13386
labubu,라부부,생활·가구·완구,45866,12468
lvmh,LVMH,패션·럭셔리,14451,14904
uniqlo,유니클로,패션·럭셔리,13533,11082
nike,나이키,스포츠·아웃도어,9037,8604
patagonia,파타고니아,스포츠·아웃도어,13544,13662
pepsi,펩시,식음료,10582,10746
coca-cola,코카콜라,식음료,7272,7518
pg,P&G,뷰티·퍼스널케어,7611,7692
unilever,유니레버,뷰티·퍼스널케어,2403,2430
jpmorgan-chase,JP모건체이스,금융,6174,6378
hsbc,HSBC,금융,5462,3534
tylenol,타이레놀,제약·헬스케어,10816,9714
bayer,바이엘,제약·헬스케어,3945,3972
exxonmobil,엑슨모빌,에너지·화학·소재,3579,3264
bp,BP,에너지·화학·소재,2532,2304
patek-philippe,파텍필립,시계·주얼리,5276,4896
rolex,롤렉스,시계·주얼리,2474,2262
korea-post,우체국,물류,6903,6168
usps,미국우정청,물류,338,390
stanley-black-decker,스탠리블랙앤데커,산업재·중공업,1737,1578
makita,마끼다,산업재·중공업,942,876
tyson,타이슨푸드,농업·식품원료,979,948
hormel,호멜,농업·식품원료,637,612
netflix,넷플릭스,인터넷·플랫폼·게임,128200,128082
instagram,인스타그램,인터넷·플랫폼·게임,598144,588780
naver,네이버,인터넷·플랫폼·게임,343102,339444
chatgpt,챗GPT,인터넷·플랫폼·게임,281706,258612
facebook,페이스북,인터넷·플랫폼·게임,47584,46932
anthropic,앤트로픽,인터넷·플랫폼·게임,54325,60084
tiktok,틱톡,인터넷·플랫폼·게임,25852,25212
roblox,로블록스,인터넷·플랫폼·게임,54715,46638
kakaotalk,카카오톡,인터넷·플랫폼·게임,625226,768954
microsoft,마이크로소프트,전자·IT,22289,20058
spotify,스포티파이,인터넷·플랫폼·게임,22196,19938
apple,애플,전자·IT,16849,16224
yg-entertainment,YG엔터테인먼트,통신·미디어·엔터,33745,33084
studio-ghibli,스튜디오 지브리,통신·미디어·엔터,17713,16428
sm-entertainment,SM엔터테인먼트,통신·미디어·엔터,37520,34818
kg-mobility,KG모빌리티,자동차·모빌리티,37316,41832
baskin-robbins,배스킨라빈스,외식,19557,19434
kia,기아,자동차·모빌리티,15165,15906
nintendo,닌텐도,인터넷·플랫폼·게임,9333,9648
shein,쉬인,유통·이커머스,24731,21288
disney-plus,디즈니플러스,인터넷·플랫폼·게임,14789,14736
hybe,하이브,통신·미디어·엔터,25609,22320
minecraft,마인크래프트,인터넷·플랫폼·게임,64778,66924
mercedes-benz,메르세데스-벤츠,자동차·모빌리티,9388,8622
bmw,BMW,자동차·모빌리티,8340,8016
bmw-group,BMW그룹,자동차·모빌리티,8340,8016
costco,코스트코,유통·이커머스,13797,13116
burger-king,버거킹,외식,10546,9684
sbs,SBS,통신·미디어·엔터,25404,24606
polestar,폴스타,자동차·모빌리티,24427,17916
toyota,토요타,자동차·모빌리티,6975,6480
kfc,KFC,외식,8254,8700
jyp-entertainment,JYP엔터테인먼트,통신·미디어·엔터,16694,15348
aliexpress,알리익스프레스,유통·이커머스,15382,15516
pinterest,핀터레스트,인터넷·플랫폼·게임,39674,42870
deepseek,딥시크,인터넷·플랫폼·게임,7789,7512
discord,디스코드,인터넷·플랫폼·게임,35727,33240
emirates,에미레이트항공,여행·항공·호텔,7747,7884
asiana-airlines,아시아나항공,여행·항공·호텔,14671,13038
porsche,포르쉐,자동차·모빌리티,8147,7476
renault,르노,자동차·모빌리티,8635,7248
hermes,에르메스,패션·럭셔리,9180,10746
volkswagen,폭스바겐,자동차·모빌리티,7698,7608
jtbc,JTBC,통신·미디어·엔터,34115,18366
hm,H&M,패션·럭셔리,10635,9054
lenovo,레노버,전자·IT,8532,7476
seven-eleven,세븐일레븐,유통·이커머스,9316,8742
cathay-pacific,캐세이퍼시픽,여행·항공·호텔,9454,8496
cnn,CNN,통신·미디어·엔터,5133,5244
eastar-jet,이스타항공,여행·항공·호텔,36949,34368
disney,디즈니,통신·미디어·엔터,4331,4152
qatar-airways,카타르항공,여행·항공·호텔,7434,7446
ebay,이베이,유통·이커머스,5643,5292
lego,레고,생활·가구·완구,7533,7344
raspberry-pi,라즈베리 파이,전자·IT,7659,6870
uber,우버,자동차·모빌리티,6453,6438
haagen-dazs,하겐다즈,식음료,9696,10266
stellantis,스텔란티스,자동차·모빌리티,5585,5556
louis-vuitton,루이비통,패션·럭셔리,7389,6954
renault-korea,르노코리아,자동차·모빌리티,19722,18858
ford,포드,자동차·모빌리티,3895,3966
agoda,아고다,여행·항공·호텔,15289,14244
huawei,화웨이,전자·IT,5783,5502
lufthansa,루프트한자,여행·항공·호텔,4620,4686
red-bull,레드불,식음료,6681,6534
lg-electronics,LG전자,전자·IT,11382,9030
adidas,아디다스,스포츠·아웃도어,3974,3990
general-motors,제너럴모터스,자동차·모빌리티,4372,4116
bugatti,부가티,자동차·모빌리티,7369,5154
air-premia,에어프레미아,여행·항공·호텔,20706,20076
guinness,기네스,식음료,5678,4998
walmart,월마트,유통·이커머스,4413,3624
pizza-hut,피자헛,외식,5318,4812
pepsico,펩시코,식음료,4861,4734
heineken,하이네켄,식음료,7349,7296
chanel,샤넬,패션·럭셔리,6304,5466
nestle,네슬레,식음료,3743,3666
universal-pictures,유니버설 픽처스,통신·미디어·엔터,3357,3150
etihad-airways,에티하드항공,여행·항공·호텔,5538,4410
lacoste,라코스테,패션·럭셔리,6710,6492
snickers,스니커즈,식음료,6735,6792
dominos,도미노피자,외식,6026,5118
ana,전일본공수,여행·항공·호텔,4911,4722
daiso,다이소,유통·이커머스,18488,15930
subway,서브웨이,외식,4926,4764
delta-air-lines,델타항공,여행·항공·호텔,3105,3114
homeplus,홈플러스,유통·이커머스,37641,34710
gong-cha,공차,외식,18848,18210
new-balance,뉴발란스,스포츠·아웃도어,6651,5832
new-york-times,뉴욕타임스,통신·미디어·엔터,4308,4116
philips,필립스,전자·IT,3596,3504
pringles,프링글스,식음료,5555,5238
qantas,콴타스항공,여행·항공·호텔,3458,3606
nhk,NHK,통신·미디어·엔터,4335,4548
united-airlines,유나이티드항공,여행·항공·호텔,2949,2610
eva-air,에바항공,여행·항공·호텔,6112,4872
marina-bay-sands,마리나 베이 샌즈,여행·항공·호텔,5387,5334
warner-bros,워너브라더스,통신·미디어·엔터,3744,2454
iphone,아이폰,전자·IT,21265,20316
turkish-airlines,터키항공,여행·항공·호텔,3254,3234
xiaomi,샤오미,전자·IT,3756,2976
dji,DJI,전자·IT,5331,5394
imax,아이맥스,통신·미디어·엔터,23310,6300
johnnie-walker,조니워커,식음료,5432,5280
alibaba,알리바바,유통·이커머스,3302,3300
johnson-johnson,존슨앤드존슨,제약·헬스케어,7377,4164
tim-hortons,팀홀튼,외식,4855,4740
sony,소니,전자·IT,2322,2118
gucci,구찌,패션·럭셔리,3356,2790
asics,아식스,스포츠·아웃도어,4454,4386
stussy,스투시,패션·럭셔리,10328,8484
pfizer,화이자,제약·헬스케어,4639,3246
