id,name_ko,sector,ko_sum,ko_med
mbc,MBC,통신·미디어·엔터,9118669,8658144
kbs,KBS,통신·미디어·엔터,3781458,3587778
yg-entertainment,YG엔터테인먼트,통신·미디어·엔터,33745,33084
studio-ghibli,스튜디오 지브리,통신·미디어·엔터,17713,16428
youtube,유튜브,인터넷·플랫폼·게임,1087608,851628
google,구글,인터넷·플랫폼·게임,168391,123138
netflix,넷플릭스,인터넷·플랫폼·게임,128200,128082
instagram,인스타그램,인터넷·플랫폼·게임,598144,588780
canva,캔바,전자·IT,94614,101460
samsung-electronics,삼성전자,전자·IT,65732,59070
microsoft,마이크로소프트,전자·IT,22289,20058
apple,애플,전자·IT,16849,16224
coupang,쿠팡,유통·이커머스,171536,133740
amazon,아마존,유통·이커머스,23294,22512
shein,쉬인,유통·이커머스,24731,21288
costco,코스트코,유통·이커머스,13797,13116
tesla,테슬라,자동차·모빌리티,21072,21396
hyundai-motor,현대자동차,자동차·모빌리티,26514,26256
kg-mobility,KG모빌리티,자동차·모빌리티,37316,41832
kia,기아,자동차·모빌리티,15165,15906
starbucks,스타벅스,외식,32769,24366
mcdonalds,맥도날드,외식,11076,10974
baskin-robbins,배스킨라빈스,외식,19557,19434
burger-king,버거킹,외식,10546,9684
airbnb,에어비앤비,여행·항공·호텔,24826,21828
korean-air,대한항공,여행·항공·호텔,22517,22608
emirates,에미레이트항공,여행·항공·호텔,7747,7884
asiana-airlines,아시아나항공,여행·항공·호텔,14671,13038
ikea,이케아,생활·가구·완구,12872,13386
labubu,라부부,생활·가구·완구,45866,12468
lego,레고,생활·가구·완구,7533,7344
sanrio,산리오,생활·가구·완구,5332,5154
lvmh,LVMH,패션·럭셔리,14451,14904
uniqlo,유니클로,패션·럭셔리,13533,11082
hermes,에르메스,패션·럭셔리,9180,10746
hm,H&M,패션·럭셔리,10635,9054
nike,나이키,스포츠·아웃도어,9037,8604
patagonia,파타고니아,스포츠·아웃도어,13544,13662
adidas,아디다스,스포츠·아웃도어,3974,3990
new-balance,뉴발란스,스포츠·아웃도어,6651,5832
pepsi,펩시,식음료,10582,10746
coca-cola,코카콜라,식음료,7272,7518
haagen-dazs,하겐다즈,식음료,9696,10266
red-bull,레드불,식음료,6681,6534
pg,P&G,뷰티·퍼스널케어,7611,7692
unilever,유니레버,뷰티·퍼스널케어,2403,2430
amorepacific,아모레퍼시픽,뷰티·퍼스널케어,10404,10452
loreal,로레알,뷰티·퍼스널케어,2392,2406
jpmorgan-chase,JP모건체이스,금융,6174,6378
hsbc,HSBC,금융,5462,3534
axa,악사,금융,5981,5580
american-express,아메리칸익스프레스,금융,2904,2700
tylenol,타이레놀,제약·헬스케어,10816,9714
bayer,바이엘,제약·헬스케어,3945,3972
johnson-johnson,존슨앤드존슨,제약·헬스케어,7377,4164
pfizer,화이자,제약·헬스케어,4639,3246
exxonmobil,엑슨모빌,에너지·화학·소재,3579,3264
bp,BP,에너지·화학·소재,2532,2304
kepco,한국전력,에너지·화학·소재,9055,9372
chevron,셰브론,에너지·화학·소재,2405,1884
patek-philippe,파텍필립,시계·주얼리,5276,4896
rolex,롤렉스,시계·주얼리,2474,2262
pandora,판도라,시계·주얼리,3972,3750
stonehenge,스톤헨지,시계·주얼리,11452,10428
korea-post,우체국,물류,6903,6168
usps,미국우정청,물류,338,390
yamato-transport,야마토운수,물류,509,504
stanley-black-decker,스탠리블랙앤데커,산업재·중공업,1737,1578
makita,마끼다,산업재·중공업,942,876
prugio,푸르지오,산업재·중공업,3209,2520
raemian,래미안,산업재·중공업,2424,2400
tyson,타이슨푸드,농업·식품원료,979,948
hormel,호멜,농업·식품원료,637,612
harim,하림,농업·식품원료,5155,4434
smithfield,스미스필드,농업·식품원료,381,234
naver,네이버,인터넷·플랫폼·게임,343102,339444
chatgpt,챗GPT,인터넷·플랫폼·게임,281706,258612
facebook,페이스북,인터넷·플랫폼·게임,47584,46932
anthropic,앤트로픽,인터넷·플랫폼·게임,54325,60084
tiktok,틱톡,인터넷·플랫폼·게임,25852,25212
roblox,로블록스,인터넷·플랫폼·게임,54715,46638
kakaotalk,카카오톡,인터넷·플랫폼·게임,625226,768954
spotify,스포티파이,인터넷·플랫폼·게임,22196,19938
sm-entertainment,SM엔터테인먼트,통신·미디어·엔터,37520,34818
nintendo,닌텐도,인터넷·플랫폼·게임,9333,9648
disney-plus,디즈니플러스,인터넷·플랫폼·게임,14789,14736
hybe,하이브,통신·미디어·엔터,25609,22320
minecraft,마인크래프트,인터넷·플랫폼·게임,64778,66924
mercedes-benz,메르세데스-벤츠,자동차·모빌리티,9388,8622
bmw,BMW,자동차·모빌리티,8340,8016
bmw-group,BMW그룹,자동차·모빌리티,8340,8016
sbs,SBS,통신·미디어·엔터,25404,24606
polestar,폴스타,자동차·모빌리티,24427,17916
toyota,토요타,자동차·모빌리티,6975,6480
kfc,KFC,외식,8254,8700
jyp-entertainment,JYP엔터테인먼트,통신·미디어·엔터,16694,15348
aliexpress,알리익스프레스,유통·이커머스,15382,15516
pinterest,핀터레스트,인터넷·플랫폼·게임,39674,42870
deepseek,딥시크,인터넷·플랫폼·게임,7789,7512
discord,디스코드,인터넷·플랫폼·게임,35727,33240
tencent,텐센트,인터넷·플랫폼·게임,9359,9120
porsche,포르쉐,자동차·모빌리티,8147,7476
renault,르노,자동차·모빌리티,8635,7248
volkswagen,폭스바겐,자동차·모빌리티,7698,7608
jtbc,JTBC,통신·미디어·엔터,34115,18366
lenovo,레노버,전자·IT,8532,7476
seven-eleven,세븐일레븐,유통·이커머스,9316,8742
cathay-pacific,캐세이퍼시픽,여행·항공·호텔,9454,8496
cnn,CNN,통신·미디어·엔터,5133,5244
daum,다음,인터넷·플랫폼·게임,201933,80688
eastar-jet,이스타항공,여행·항공·호텔,36949,34368
disney,디즈니,통신·미디어·엔터,4331,4152
qatar-airways,카타르항공,여행·항공·호텔,7434,7446
ebay,이베이,유통·이커머스,5643,5292
raspberry-pi,라즈베리 파이,전자·IT,7659,6870
uber,우버,자동차·모빌리티,6453,6438
stellantis,스텔란티스,자동차·모빌리티,5585,5556
louis-vuitton,루이비통,패션·럭셔리,7389,6954
renault-korea,르노코리아,자동차·모빌리티,19722,18858
ford,포드,자동차·모빌리티,3895,3966
agoda,아고다,여행·항공·호텔,15289,14244
huawei,화웨이,전자·IT,5783,5502
lufthansa,루프트한자,여행·항공·호텔,4620,4686
yahoo,야후,인터넷·플랫폼·게임,9576,9672
lg-electronics,LG전자,전자·IT,11382,9030
riot-games,라이엇 게임즈,인터넷·플랫폼·게임,15063,8706
general-motors,제너럴모터스,자동차·모빌리티,4372,4116
bugatti,부가티,자동차·모빌리티,7369,5154
air-premia,에어프레미아,여행·항공·호텔,20706,20076
guinness,기네스,식음료,5678,4998
twitch,트위치,인터넷·플랫폼·게임,4305,4200
walmart,월마트,유통·이커머스,4413,3624
pizza-hut,피자헛,외식,5318,4812
telegram,텔레그램,인터넷·플랫폼·게임,40724,44694
pepsico,펩시코,식음료,4861,4734
heineken,하이네켄,식음료,7349,7296
chanel,샤넬,패션·럭셔리,6304,5466
naver-webtoon,네이버웹툰,인터넷·플랫폼·게임,16293,15636
nestle,네슬레,식음료,3743,3666
perplexity,퍼플렉시티,인터넷·플랫폼·게임,8126,7188
universal-pictures,유니버설 픽처스,통신·미디어·엔터,3357,3150
ferrari,페라리,자동차·모빌리티,4002,3432
etihad-airways,에티하드항공,여행·항공·호텔,5538,4410
openai,오픈AI,인터넷·플랫폼·게임,29563,21546
lacoste,라코스테,패션·럭셔리,6710,6492
snickers,스니커즈,식음료,6735,6792
dominos,도미노피자,외식,6026,5118
ana,전일본공수,여행·항공·호텔,4911,4722
daiso,다이소,유통·이커머스,18488,15930
land-rover,랜드로버,자동차·모빌리티,4093,4122
mercedes-benz-group,메르세데스-벤츠 그룹,자동차·모빌리티,3970,4110
subway,서브웨이,외식,4926,4764
yokohama-tire,요코하마타이어,자동차·모빌리티,13170,13080
delta-air-lines,델타항공,여행·항공·호텔,3105,3114
homeplus,홈플러스,유통·이커머스,37641,34710
gong-cha,공차,외식,18848,18210
new-york-times,뉴욕타임스,통신·미디어·엔터,4308,4116
nexon,넥슨,인터넷·플랫폼·게임,7755,7122
sega,세가,인터넷·플랫폼·게임,3314,3330
philips,필립스,전자·IT,3596,3504
mazda,마쓰다,자동차·모빌리티,3488,3306
steam,스팀,인터넷·플랫폼·게임,9120,6000
jeep,지프,자동차·모빌리티,3813,3756
pringles,프링글스,식음료,5555,5238
qantas,콴타스항공,여행·항공·호텔,3458,3606
nhk,NHK,통신·미디어·엔터,4335,4548
united-airlines,유나이티드항공,여행·항공·호텔,2949,2610
honda,혼다,자동차·모빌리티,2581,2634
eva-air,에바항공,여행·항공·호텔,6112,4872
marina-bay-sands,마리나 베이 샌즈,여행·항공·호텔,5387,5334
krafton,크래프톤,인터넷·플랫폼·게임,7155,6774
warner-bros,워너브라더스,통신·미디어·엔터,3744,2454
iphone,아이폰,전자·IT,21265,20316
turkish-airlines,터키항공,여행·항공·호텔,3254,3234
xiaomi,샤오미,전자·IT,3756,2976
dji,DJI,전자·IT,5331,5394
imax,아이맥스,통신·미디어·엔터,23310,6300
johnnie-walker,조니워커,식음료,5432,5280
alibaba,알리바바,유통·이커머스,3302,3300
tim-hortons,팀홀튼,외식,4855,4740
jeju-air,제주항공,여행·항공·호텔,10564,9270
nissan,닛산,자동차·모빌리티,3157,2808
lotus,로터스,자동차·모빌리티,5407,4230
sony,소니,전자·IT,2322,2118
baidu,바이두,인터넷·플랫폼·게임,3963,3594
tving,티빙,인터넷·플랫폼·게임,19023,14250
trip-com,트립닷컴,여행·항공·호텔,14234,12768
michelin,미쉐린,자동차·모빌리티,9654,3714
epic-games,에픽게임즈,인터넷·플랫폼·게임,3641,3294
gucci,구찌,패션·럭셔리,3356,2790
asics,아식스,스포츠·아웃도어,4454,4386
jal,일본항공,여행·항공·호텔,3961,3582
stussy,스투시,패션·럭셔리,10328,8484
american-airlines,아메리칸항공,여행·항공·호텔,3337,2478
capcom,캡콤,인터넷·플랫폼·게임,3556,3198
bottega-veneta,보테가 베네타,패션·럭셔리,5809,6000
dr-pepper,닥터페퍼,식음료,5768,5292
byd,BYD,자동차·모빌리티,4361,3846
spam,스팸,식음료,4981,3942
x-twitter,엑스(트위터),인터넷·플랫폼·게임,114544,34641
dunkin,던킨,외식,4093,3372
lexus,렉서스,자동차·모빌리티,3166,2862
sk-telecom,SK텔레콤,통신·미디어·엔터,8017,7920
a24,A24,통신·미디어·엔터,2965,2316
asus,에이수스,전자·IT,3512,3138
chamisul,참이슬,식음료,27692,33048
barbie,바비,생활·가구·완구,2761,2334
universal-studios,유니버설 스튜디오,여행·항공·호텔,3357,3150
universal-music-group,유니버설뮤직,통신·미디어·엔터,2579,2562
tvn,tvN,통신·미디어·엔터,9226,8760
ubs,UBS,금융,3203,3030
sprite,스프라이트,식음료,3383,3438
calvin-klein,캘빈클라인,패션·럭셔리,2303,2232
lotteria,롯데리아,외식,11383,10374
oriental-brewery,오비맥주,식음료,22819,19584
