id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
hyundai-department-store,현대백화점,Hyundai Department Store,더현대|The Hyundai,KR,유통·이커머스,백화점,both,hyundai-department-store-group,Hyundai Department Store Group,major,0
lotte-department-store,롯데백화점,Lotte Department Store,롯백,KR,유통·이커머스,백화점,both,lotte-group,Lotte Group,major,0
macys,메이시스,Macy's,메이시스백화점,US,유통·이커머스,백화점,both,,,major,0
shinsegae-department-store,신세계백화점,Shinsegae Department Store,신세계,KR,유통·이커머스,백화점,both,shinsegae-group,Shinsegae Group,major,0
11st,11번가,11st,십일번가,KR,유통·이커머스,이커머스,both,,,major,0
alibaba,알리바바,Alibaba Group,알리바바그룹|阿里巴巴,CN,유통·이커머스,이커머스,corporate,,,mega,0
aliexpress,알리익스프레스,AliExpress,알리,CN,유통·이커머스,이커머스,product,alibaba,Alibaba Group,major,0
amazon,아마존,Amazon,Amazon.com,US,유통·이커머스,이커머스,both,,,mega,0
coupang,쿠팡,Coupang,로켓배송,KR,유통·이커머스,이커머스,both,,,major,0
ebay,이베이,eBay,,US,유통·이커머스,이커머스,both,,,major,0
etsy,엣시,Etsy,,US,유통·이커머스,이커머스,both,,,niche,0
gmarket,G마켓,Gmarket,지마켓|옥션,KR,유통·이커머스,이커머스,both,,,major,0
jd-com,징둥닷컴,JD.com,징둥|JD|京东,CN,유통·이커머스,이커머스,both,,,major,0
kurly,컬리,Kurly,마켓컬리|샛별배송,KR,유통·이커머스,이커머스,both,,,major,0
rakuten,라쿠텐,Rakuten,,JP,유통·이커머스,이커머스,both,,,major,0
shein,쉬인,Shein,SHEIN,SG,유통·이커머스,이커머스,both,,,major,0
shopee,쇼피,Shopee,,SG,유통·이커머스,이커머스,product,,,major,0
ssg-com,SSG닷컴,SSG.COM,쓱닷컴|SSG|쓱,KR,유통·이커머스,이커머스,both,shinsegae-group,Shinsegae Group,major,0
taobao,타오바오,Taobao,淘宝,CN,유통·이커머스,이커머스,product,alibaba,Alibaba Group,major,0
temu,테무,Temu,,CN,유통·이커머스,이커머스,product,,,major,0
cu,CU,CU,씨유|BGF리테일,KR,유통·이커머스,편의점,product,,,major,0
gs25,GS25,GS25,지에스25,KR,유통·이커머스,편의점,product,gs-group,GS Group,major,0
seven-eleven,세븐일레븐,7-Eleven,7-일레븐|세븐,JP,유통·이커머스,편의점,both,,,mega,0
anthropic,앤트로픽,Anthropic,,US,인터넷·플랫폼·게임,AI,corporate,,,major,0
chatgpt,챗GPT,ChatGPT,챗지피티|GPT,US,인터넷·플랫폼·게임,AI,product,openai,OpenAI,mega,0
claude,클로드,Claude,,US,인터넷·플랫폼·게임,AI,product,anthropic,Anthropic,major,0
cohere,코히어,Cohere,,CA,인터넷·플랫폼·게임,AI,both,,,niche,1
cursor,커서,Cursor,Anysphere,US,인터넷·플랫폼·게임,AI,product,,,niche,0
deepseek,딥시크,DeepSeek,,CN,인터넷·플랫폼·게임,AI,both,,,major,0
gemini,제미나이,Gemini,,US,인터넷·플랫폼·게임,AI,product,google,Google,major,0
google-deepmind,구글 딥마인드,Google DeepMind,딥마인드|DeepMind,GB,인터넷·플랫폼·게임,AI,corporate,google,Google,major,1
hugging-face,허깅페이스,Hugging Face,,US,인터넷·플랫폼·게임,AI,both,,,niche,1
midjourney,미드저니,Midjourney,,US,인터넷·플랫폼·게임,AI,both,,,niche,0
mistral-ai,미스트랄 AI,Mistral AI,미스트랄,FR,인터넷·플랫폼·게임,AI,both,,,niche,0
openai,오픈AI,OpenAI,,US,인터넷·플랫폼·게임,AI,corporate,,,mega,0
perplexity,퍼플렉시티,Perplexity,,US,인터넷·플랫폼·게임,AI,both,,,niche,0
scale-ai,스케일AI,Scale AI,,US,인터넷·플랫폼·게임,AI,corporate,,,niche,1
upstage,업스테이지,Upstage,솔라|Solar,KR,인터넷·플랫폼·게임,AI,both,,,niche,1
wrtn,뤼튼,wrtn,,KR,인터넷·플랫폼·게임,AI,both,,,niche,0
xai,xAI,xAI,그록|Grok,US,인터넷·플랫폼·게임,AI,both,,,major,0
bytedance,바이트댄스,ByteDance,,CN,인터넷·플랫폼·게임,SNS·메신저,corporate,,,mega,0
discord,디스코드,Discord,,US,인터넷·플랫폼·게임,SNS·메신저,both,,,major,0
facebook,페이스북,Facebook,페북,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,Meta Platforms,mega,0
instagram,인스타그램,Instagram,인스타,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,Meta Platforms,mega,0
kakao,카카오,Kakao,카카오톡|kakao,KR,인터넷·플랫폼·게임,SNS·메신저,both,,,major,0
kakaotalk,카카오톡,KakaoTalk,카톡,KR,인터넷·플랫폼·게임,SNS·메신저,product,kakao,Kakao,major,0
line,라인,LINE,,JP,인터넷·플랫폼·게임,SNS·메신저,product,,,major,0
linkedin,링크드인,LinkedIn,,US,인터넷·플랫폼·게임,SNS·메신저,product,microsoft,Microsoft,major,0
meta,메타,Meta Platforms,Meta,US,인터넷·플랫폼·게임,SNS·메신저,corporate,,,mega,0
naver-band,밴드,BAND,네이버 밴드,KR,인터넷·플랫폼·게임,SNS·메신저,product,naver,NAVER,niche,0
pinterest,핀터레스트,Pinterest,,US,인터넷·플랫폼·게임,SNS·메신저,both,,,major,0
reddit,레딧,Reddit,,US,인터넷·플랫폼·게임,SNS·메신저,both,,,major,0
snapchat,스냅챗,Snapchat,Snap,US,인터넷·플랫폼·게임,SNS·메신저,product,,,major,0
telegram,텔레그램,Telegram,,AE,인터넷·플랫폼·게임,SNS·메신저,both,,,major,0
tiktok,틱톡,TikTok,,CN,인터넷·플랫폼·게임,SNS·메신저,product,bytedance,ByteDance,mega,0
wechat,위챗,WeChat,웨이신,CN,인터넷·플랫폼·게임,SNS·메신저,product,tencent,Tencent,mega,0
weverse,위버스,Weverse,,KR,인터넷·플랫폼·게임,SNS·메신저,product,hybe,HYBE,niche,0
whatsapp,왓츠앱,WhatsApp,,US,인터넷·플랫폼·게임,SNS·메신저,product,meta,Meta Platforms,mega,0
x-twitter,엑스(트위터),X,트위터|Twitter,US,인터넷·플랫폼·게임,SNS·메신저,both,,,mega,0
zepeto,제페토,ZEPETO,,KR,인터넷·플랫폼·게임,SNS·메신저,product,naver,NAVER,niche,0
alphabet,알파벳,Alphabet,,US,인터넷·플랫폼·게임,검색·포털,corporate,,,mega,0
