id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
corelle,코렐,Corelle,,US,생활·가구·완구,주방·생활용품,product,,,major,0
groupe-seb,그룹 세브,Groupe SEB,SEB,FR,생활·가구·완구,주방·생활용품,corporate,,,major,0
le-creuset,르크루제,Le Creuset,르쿠르제,FR,생활·가구·완구,주방·생활용품,both,,,niche,0
locknlock,락앤락,LocknLock,Lock&Lock,KR,생활·가구·완구,주방·생활용품,both,,,major,0
stanley,스탠리,Stanley,스탠리 텀블러|Stanley 1913,US,생활·가구·완구,주방·생활용품,product,,,major,0
tefal,테팔,Tefal,,FR,생활·가구·완구,주방·생활용품,product,groupe-seb,Groupe SEB,major,0
thermos,써모스,Thermos,,JP,생활·가구·완구,주방·생활용품,both,,,major,0
tupperware,타파웨어,Tupperware,,US,생활·가구·완구,주방·생활용품,both,,,major,0
zwilling,즈윌링,Zwilling J.A. Henckels,헹켈|쌍둥이칼,DE,생활·가구·완구,주방·생활용품,both,,,major,0
acushnet,아쿠쉬네트,Acushnet,,US,스포츠·아웃도어,골프,corporate,,,niche,0
callaway,캘러웨이,Callaway,캘러웨이골프|Topgolf Callaway Brands,US,스포츠·아웃도어,골프,both,,,major,0
g-fore,지포어,G/FORE,,US,스포츠·아웃도어,골프,both,,,niche,0
honma,혼마,Honma Golf,,JP,스포츠·아웃도어,골프,both,,,niche,0
j-lindeberg,제이린드버그,J.Lindeberg,,SE,스포츠·아웃도어,골프,both,,,niche,0
malbon-golf,말본골프,Malbon Golf,말본,US,스포츠·아웃도어,골프,both,,,niche,0
mark-and-lona,마크앤로나,Mark & Lona,,JP,스포츠·아웃도어,골프,both,,,niche,0
pearly-gates,파리게이츠,Pearly Gates,,JP,스포츠·아웃도어,골프,both,,,niche,0
ping,핑,PING,,US,스포츠·아웃도어,골프,both,,,major,0
pxg,PXG,PXG,피엑스지,US,스포츠·아웃도어,골프,both,,,niche,0
taylormade,테일러메이드,TaylorMade,,US,스포츠·아웃도어,골프,both,,,major,0
titleist,타이틀리스트,Titleist,,US,스포츠·아웃도어,골프,product,acushnet,Acushnet,major,0
volvik,볼빅,Volvik,,KR,스포츠·아웃도어,골프,both,,,niche,0
waac,왁,WAAC,,KR,스포츠·아웃도어,골프,product,kolon-industries-fnc,Kolon Industries FnC,niche,0
amer-sports,아머스포츠,Amer Sports,,FI,스포츠·아웃도어,스포츠용품,corporate,,,major,0
arena,아레나,Arena,,IT,스포츠·아웃도어,스포츠용품,both,,,niche,0
babolat,바볼랏,Babolat,,FR,스포츠·아웃도어,스포츠용품,both,,,niche,0
decathlon,데카트론,Decathlon,,FR,스포츠·아웃도어,스포츠용품,both,,,major,0
giant,자이언트,Giant Bicycles,자이언트 자전거,TW,스포츠·아웃도어,스포츠용품,both,,,major,0
head,헤드,HEAD,,AT,스포츠·아웃도어,스포츠용품,both,,,niche,0
mizuno,미즈노,Mizuno,,JP,스포츠·아웃도어,스포츠용품,both,,,major,0
shimano,시마노,Shimano,,JP,스포츠·아웃도어,스포츠용품,both,,,major,1
specialized,스페셜라이즈드,Specialized,,US,스포츠·아웃도어,스포츠용품,both,,,niche,0
speedo,스피도,Speedo,,GB,스포츠·아웃도어,스포츠용품,both,,,major,0
wilson,윌슨,Wilson,,US,스포츠·아웃도어,스포츠용품,product,amer-sports,Amer Sports,major,0
yonex,요넥스,Yonex,,JP,스포츠·아웃도어,스포츠용품,both,,,major,0
adidas,아디다스,Adidas,,DE,스포츠·아웃도어,스포츠웨어,both,,,mega,0
alo-yoga,알로 요가,Alo Yoga,알로,US,스포츠·아웃도어,스포츠웨어,both,,,niche,0
andar,안다르,Andar,,KR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
anta-sports,안타스포츠,Anta Sports,안타,CN,스포츠·아웃도어,스포츠웨어,both,,,major,0
asics,아식스,ASICS,,JP,스포츠·아웃도어,스포츠웨어,both,,,major,0
barrel,배럴,Barrel,,KR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
descente,데상트,Descente,,JP,스포츠·아웃도어,스포츠웨어,both,,,major,0
fila,휠라,FILA,,KR,스포츠·아웃도어,스포츠웨어,product,fila-holdings,FILA Holdings,major,0
fila-holdings,휠라홀딩스,FILA Holdings,,KR,스포츠·아웃도어,스포츠웨어,corporate,,,major,0
gymshark,짐샤크,Gymshark,,GB,스포츠·아웃도어,스포츠웨어,both,,,niche,0
hoka,호카,HOKA,호카 오네오네,US,스포츠·아웃도어,스포츠웨어,product,deckers,Deckers Brands,major,0
jordan,조던,Jordan Brand,에어 조던|Air Jordan,US,스포츠·아웃도어,스포츠웨어,product,nike,Nike,mega,0
kappa,카파,Kappa,,IT,스포츠·아웃도어,스포츠웨어,both,,,niche,0
le-coq-sportif,르꼬끄 스포르티브,Le Coq Sportif,르꼬끄,FR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
li-ning,리닝,Li-Ning,,CN,스포츠·아웃도어,스포츠웨어,both,,,major,0
lululemon,룰루레몬,Lululemon,,CA,스포츠·아웃도어,스포츠웨어,both,,,major,0
new-balance,뉴발란스,New Balance,뉴발|NB,US,스포츠·아웃도어,스포츠웨어,both,,,mega,0
nike,나이키,Nike,,US,스포츠·아웃도어,스포츠웨어,both,,,mega,0
on-running,온,On,온러닝|On Running,CH,스포츠·아웃도어,스포츠웨어,both,,,major,0
prospecs,프로스펙스,Prospecs,,KR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
puma,푸마,Puma,,DE,스포츠·아웃도어,스포츠웨어,both,,,mega,0
rapha,라파,Rapha,,GB,스포츠·아웃도어,스포츠웨어,both,,,niche,0
reebok,리복,Reebok,,US,스포츠·아웃도어,스포츠웨어,both,,,major,0
satisfy,새티스파이,Satisfy,Satisfy Running,FR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
umbro,엄브로,Umbro,,GB,스포츠·아웃도어,스포츠웨어,both,,,niche,0
under-armour,언더아머,Under Armour,,US,스포츠·아웃도어,스포츠웨어,both,,,major,0
xexymix,젝시믹스,Xexymix,,KR,스포츠·아웃도어,스포츠웨어,both,,,niche,0
arcteryx,아크테릭스,Arc'teryx,아크,CA,스포츠·아웃도어,아웃도어,product,amer-sports,Amer Sports,major,0
black-yak,블랙야크,Black Yak,BYN블랙야크,KR,스포츠·아웃도어,아웃도어,both,,,major,0
canada-goose,캐나다구스,Canada Goose,,CA,스포츠·아웃도어,아웃도어,both,,,major,0
columbia,컬럼비아,Columbia Sportswear,컬럼비아스포츠웨어,US,스포츠·아웃도어,아웃도어,both,,,major,0
discovery-expedition,디스커버리 익스페디션,Discovery Expedition,디스커버리,KR,스포츠·아웃도어,아웃도어,product,fnf,F&F,major,0
eider,아이더,Eider,,KR,스포츠·아웃도어,아웃도어,product,k2-korea,K2,major,0
fjallraven,피엘라벤,Fjällräven,Fjallraven,SE,스포츠·아웃도어,아웃도어,both,,,niche,0
goldwin,골드윈,Goldwin,,JP,스포츠·아웃도어,아웃도어,both,,,niche,0
helinox,헬리녹스,Helinox,,KR,스포츠·아웃도어,아웃도어,both,,,niche,0
jack-wolfskin,잭울프스킨,Jack Wolfskin,,DE,스포츠·아웃도어,아웃도어,product,anta-sports,Anta Sports,niche,0
k2-korea,케이투,K2,K2코리아,KR,스포츠·아웃도어,아웃도어,both,,,major,0
kolon-sport,코오롱스포츠,Kolon Sport,,KR,스포츠·아웃도어,아웃도어,product,kolon-industries-fnc,Kolon Industries FnC,major,0
mammut,마무트,Mammut,,CH,스포츠·아웃도어,아웃도어,both,,,niche,0
