id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
lamborghini,람보르기니,Automobili Lamborghini,람보,IT,자동차·모빌리티,럭셔리·슈퍼카,both,audi,Audi,mega,0
lotus,로터스,Lotus Cars,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,geely-holding,Zhejiang Geely Holding Group,niche,0
maserati,마세라티,Maserati,,IT,자동차·모빌리티,럭셔리·슈퍼카,product,stellantis,Stellantis,major,0
mclaren,맥라렌,McLaren Automotive,,GB,자동차·모빌리티,럭셔리·슈퍼카,both,,,major,0
mercedes-amg,메르세데스-AMG,Mercedes-AMG,AMG,DE,자동차·모빌리티,럭셔리·슈퍼카,product,mercedes-benz,Mercedes-Benz,major,0
mercedes-maybach,마이바흐,Mercedes-Maybach,메르세데스-마이바흐|Maybach,DE,자동차·모빌리티,럭셔리·슈퍼카,product,mercedes-benz,Mercedes-Benz,major,0
pagani,파가니,Pagani,,IT,자동차·모빌리티,럭셔리·슈퍼카,both,,,niche,0
porsche,포르쉐,Porsche,포르셰,DE,자동차·모빌리티,럭셔리·슈퍼카,both,volkswagen-group,Volkswagen Group,mega,0
rolls-royce-motor-cars,롤스로이스,Rolls-Royce Motor Cars,롤스로이스 모터카,GB,자동차·모빌리티,럭셔리·슈퍼카,product,bmw-group,BMW Group,mega,0
singer,싱어,Singer Vehicle Design,,US,자동차·모빌리티,럭셔리·슈퍼카,both,,,niche,0
didi,디디추싱,DiDi,디디|滴滴出行,CN,자동차·모빌리티,모빌리티서비스,both,,,major,0
grab,그랩,Grab,,SG,자동차·모빌리티,모빌리티서비스,both,,,major,0
hertz,허츠,Hertz,허츠렌터카,US,자동차·모빌리티,모빌리티서비스,both,,,major,0
kakao-mobility,카카오모빌리티,Kakao Mobility,카카오T|카카오택시,KR,자동차·모빌리티,모빌리티서비스,both,kakao,Kakao,major,0
lyft,리프트,Lyft,,US,자동차·모빌리티,모빌리티서비스,both,,,major,0
socar,쏘카,SOCAR,,KR,자동차·모빌리티,모빌리티서비스,both,,,major,0
tmap-mobility,티맵모빌리티,TMAP Mobility,티맵|T맵,KR,자동차·모빌리티,모빌리티서비스,both,sk-group,SK Group,major,0
uber,우버,Uber,,US,자동차·모빌리티,모빌리티서비스,both,,,mega,0
waymo,웨이모,Waymo,,US,자동차·모빌리티,모빌리티서비스,both,alphabet,Alphabet,major,0
daimler-truck,다임러트럭,Daimler Truck,,DE,자동차·모빌리티,상용차,both,,,major,1
isuzu,이스즈,Isuzu Motors,이스즈자동차,JP,자동차·모빌리티,상용차,both,,,niche,1
man-truck-bus,만트럭버스,MAN Truck & Bus,MAN|만트럭,DE,자동차·모빌리티,상용차,both,traton,TRATON,major,1
scania,스카니아,Scania,,SE,자동차·모빌리티,상용차,both,traton,TRATON,major,1
traton,트라톤,TRATON,,DE,자동차·모빌리티,상용차,corporate,volkswagen-group,Volkswagen Group,niche,1
volvo-group,볼보그룹,AB Volvo,볼보트럭|Volvo Group,SE,자동차·모빌리티,상용차,corporate,,,major,1
acura,어큐라,Acura,아큐라,US,자동차·모빌리티,완성차,product,honda,Honda Motor,major,0
alfa-romeo,알파로메오,Alfa Romeo,,IT,자동차·모빌리티,완성차,product,stellantis,Stellantis,major,0
audi,아우디,Audi,,DE,자동차·모빌리티,완성차,both,volkswagen-group,Volkswagen Group,mega,0
bmw,BMW,BMW,비엠더블유|비머,DE,자동차·모빌리티,완성차,product,bmw-group,BMW Group,mega,0
bmw-group,BMW그룹,BMW Group,,DE,자동차·모빌리티,완성차,corporate,,,mega,0
cadillac,캐딜락,Cadillac,,US,자동차·모빌리티,완성차,product,general-motors,General Motors,major,0
chery,체리자동차,Chery,치루이,CN,자동차·모빌리티,완성차,both,,,major,0
chevrolet,쉐보레,Chevrolet,시보레|Chevy,US,자동차·모빌리티,완성차,product,general-motors,General Motors,mega,0
chrysler,크라이슬러,Chrysler,,US,자동차·모빌리티,완성차,product,stellantis,Stellantis,major,0
