id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
the-ordinary,디 오디너리,The Ordinary,DECIEM|디오디너리,CA,뷰티·퍼스널케어,스킨케어,product,estee-lauder,The Estée Lauder Companies,niche,0
torriden,토리든,Torriden,,KR,뷰티·퍼스널케어,스킨케어,both,,,niche,0
byredo,바이레도,Byredo,,SE,뷰티·퍼스널케어,향수·니치향수,product,puig,Puig,niche,0
coty,코티,Coty,,US,뷰티·퍼스널케어,향수·니치향수,corporate,,,major,0
diptyque,딥티크,Diptyque,,FR,뷰티·퍼스널케어,향수·니치향수,both,,,niche,0
jo-malone,조 말론 런던,Jo Malone London,조말론,GB,뷰티·퍼스널케어,향수·니치향수,product,estee-lauder,The Estée Lauder Companies,major,0
le-labo,르 라보,Le Labo,르라보,US,뷰티·퍼스널케어,향수·니치향수,product,estee-lauder,The Estée Lauder Companies,niche,0
maison-francis-kurkdjian,메종 프란시스 커정,Maison Francis Kurkdjian,MFK,FR,뷰티·퍼스널케어,향수·니치향수,product,lvmh,LVMH Moët Hennessy Louis Vuitton,niche,0
nonfiction,논픽션,Nonfiction,,KR,뷰티·퍼스널케어,향수·니치향수,both,,,niche,0
puig,푸이그,Puig,,ES,뷰티·퍼스널케어,향수·니치향수,corporate,,,major,0
tamburins,탬버린즈,Tamburins,,KR,뷰티·퍼스널케어,향수·니치향수,product,,,niche,0
aekyung,애경산업,Aekyung Industrial,애경,KR,뷰티·퍼스널케어,헤어·바디,corporate,,,major,0
dove,도브,Dove,,US,뷰티·퍼스널케어,헤어·바디,product,unilever,Unilever,mega,0
kerasys,케라시스,Kerasys,,KR,뷰티·퍼스널케어,헤어·바디,product,aekyung,Aekyung Industrial,major,0
lush,러쉬,Lush,,GB,뷰티·퍼스널케어,헤어·바디,both,,,major,0
pantene,팬틴,Pantene,,US,뷰티·퍼스널케어,헤어·바디,product,pg,Procter & Gamble,major,0
ryo,려,Ryo,呂,KR,뷰티·퍼스널케어,헤어·바디,product,amorepacific,Amorepacific,major,0
the-body-shop,더바디샵,The Body Shop,바디샵,GB,뷰티·퍼스널케어,헤어·바디,both,,,major,0
