id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
dongsuh-foods,동서식품,Dongsuh Foods,,KR,식음료,커피·차,both,,,major,0
nescafe,네스카페,Nescafé,Nescafe,CH,식음료,커피·차,product,nestle,Nestlé,mega,0
nespresso,네스프레소,Nespresso,,CH,식음료,커피·차,product,nestle,Nestlé,major,0
catl,CATL,Contemporary Amperex Technology,닝더스다이|宁德时代,CN,에너지·화학·소재,배터리,both,,,mega,1
duracell,듀라셀,Duracell,,US,에너지·화학·소재,배터리,both,,,major,0
ecopro,에코프로,EcoPro,,KR,에너지·화학·소재,배터리,corporate,,,major,1
ecopro-bm,에코프로비엠,EcoPro BM,,KR,에너지·화학·소재,배터리,both,ecopro,EcoPro,niche,1
lg-energy-solution,LG에너지솔루션,LG Energy Solution,LG엔솔|엘지엔솔|LGES,KR,에너지·화학·소재,배터리,both,lg-chem,LG Chem,major,1
lnf,엘앤에프,L&F,,KR,에너지·화학·소재,배터리,both,,,niche,1
posco-future-m,포스코퓨처엠,POSCO Future M,포스코케미칼,KR,에너지·화학·소재,배터리,both,posco-group,POSCO Group,niche,1
samsung-sdi,삼성SDI,Samsung SDI,,KR,에너지·화학·소재,배터리,both,samsung-group,Samsung Group,major,1
sk-on,SK온,SK On,,KR,에너지·화학·소재,배터리,both,sk-innovation,SK Innovation,major,1
adnoc,아드녹,ADNOC,아부다비국영석유공사,AE,에너지·화학·소재,석유·가스,both,,,major,1
bp,BP,BP,브리티시페트롤리엄|British Petroleum,GB,에너지·화학·소재,석유·가스,both,,,mega,0
chevron,셰브론,Chevron,쉐브론|Texaco,US,에너지·화학·소재,석유·가스,both,,,mega,0
exxonmobil,엑슨모빌,ExxonMobil,엑손모빌|Exxon|Mobil|모빌,US,에너지·화학·소재,석유·가스,both,,,mega,0
gs-caltex,GS칼텍스,GS Caltex,칼텍스,KR,에너지·화학·소재,석유·가스,both,gs-group,GS Group,major,0
hd-hyundai-oilbank,HD현대오일뱅크,HD Hyundai Oilbank,현대오일뱅크|오일뱅크,KR,에너지·화학·소재,석유·가스,both,hd-hyundai,HD Hyundai,major,0
kogas,한국가스공사,Korea Gas Corporation,가스공사|KOGAS,KR,에너지·화학·소재,석유·가스,corporate,,,major,1
s-oil,S-OIL,S-OIL,에쓰오일|에스오일|구도일,KR,에너지·화학·소재,석유·가스,both,saudi-aramco,Saudi Aramco,major,0
saudi-aramco,사우디아람코,Saudi Aramco,아람코|Aramco,SA,에너지·화학·소재,석유·가스,both,,,mega,1
shell,셸,Shell,쉘|Royal Dutch Shell,GB,에너지·화학·소재,석유·가스,both,,,mega,0
sinopec,시노펙,Sinopec,중국석유화공|中国石化,CN,에너지·화학·소재,석유·가스,both,,,major,1
sk-energy,SK에너지,SK Energy,SK주유소,KR,에너지·화학·소재,석유·가스,both,sk-innovation,SK Innovation,major,0
sk-innovation,SK이노베이션,SK Innovation,SK이노,KR,에너지·화학·소재,석유·가스,corporate,sk-group,SK Group,major,1
totalenergies,토탈에너지스,TotalEnergies,토탈|Total,FR,에너지·화학·소재,석유·가스,both,,,major,0
corning,코닝,Corning,고릴라글래스|Gorilla Glass,US,에너지·화학·소재,소재,both,,,major,1
hyosung-tnc,효성티앤씨,Hyosung TNC,크레오라|creora,KR,에너지·화학·소재,소재,both,hyosung-group,Hyosung Group,niche,1
kolon-industries,코오롱인더스트리,Kolon Industries,코오롱인더,KR,에너지·화학·소재,소재,both,kolon-group,Kolon Group,major,1
saint-gobain,생고뱅,Saint-Gobain,,FR,에너지·화학·소재,소재,both,,,major,1
shin-etsu,신에츠화학,Shin-Etsu Chemical,신에쓰|신에츠,JP,에너지·화학·소재,소재,both,,,major,1
