id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,parent_name,tier,b2b
patek-philippe,파텍필립,Patek Philippe,파텍 필립,CH,시계·주얼리,하이엔드시계,both,,,mega,0
piaget,피아제,Piaget,,CH,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,niche,0
richard-mille,리차드 밀,Richard Mille,리처드 밀,CH,시계·주얼리,하이엔드시계,both,,,major,0
rolex,롤렉스,Rolex,,CH,시계·주얼리,하이엔드시계,both,,,mega,0
tag-heuer,태그호이어,TAG Heuer,,CH,시계·주얼리,하이엔드시계,product,lvmh,LVMH Moët Hennessy Louis Vuitton,major,0
tudor,튜더,Tudor,,CH,시계·주얼리,하이엔드시계,product,rolex,Rolex,major,0
vacheron-constantin,바쉐론 콘스탄틴,Vacheron Constantin,바쉐론,CH,시계·주얼리,하이엔드시계,product,richemont,Compagnie Financière Richemont,major,0
zenith,제니스,Zenith,,CH,시계·주얼리,하이엔드시계,product,lvmh,LVMH Moët Hennessy Louis Vuitton,niche,0
herbalife,허벌라이프,Herbalife,,US,식음료,건강식품,both,,,major,0
jeonggwanjang,정관장,Cheong Kwan Jang,KGC인삼공사|홍삼,KR,식음료,건강식품,product,,,major,0
cadbury,캐드버리,Cadbury,,GB,식음료,과자·제과,product,mondelez,Mondelez International,major,0
calbee,가루비,Calbee,,JP,식음료,과자·제과,both,,,niche,0
cheetos,치토스,Cheetos,,US,식음료,과자·제과,product,pepsico,PepsiCo,major,0
choco-pie,초코파이,Choco Pie,오리온 초코파이,KR,식음료,과자·제과,product,orion,Orion,major,0
crown,크라운제과,Crown Confectionery,크라운,KR,식음료,과자·제과,both,,,niche,0
doritos,도리토스,Doritos,,US,식음료,과자·제과,product,pepsico,PepsiCo,major,0
ferrero,페레로,Ferrero,,IT,식음료,과자·제과,corporate,,,mega,0
ferrero-rocher,페레로로쉐,Ferrero Rocher,,IT,식음료,과자·제과,product,ferrero,Ferrero,major,0
glico,글리코,Ezaki Glico,에자키글리코,JP,식음료,과자·제과,corporate,,,major,0
haitai,해태제과,Haitai Confectionery,해태,KR,식음료,과자·제과,both,,,major,0
haribo,하리보,Haribo,,DE,식음료,과자·제과,both,,,major,0
hershey,허쉬,Hershey's,The Hershey Company|허쉬초콜릿,US,식음료,과자·제과,both,,,major,0
kinder,킨더,Kinder,킨더조이,IT,식음료,과자·제과,product,ferrero,Ferrero,major,0
kitkat,킷캣,Kit Kat,KitKat,CH,식음료,과자·제과,product,nestle,Nestlé,mega,0
lays,레이즈,Lay's,,US,식음료,과자·제과,product,pepsico,PepsiCo,mega,0
lindt,린트,Lindt & Sprüngli,Lindt,CH,식음료,과자·제과,both,,,major,0
lotte-wellfood,롯데웰푸드,Lotte Wellfood,롯데제과,KR,식음료,과자·제과,corporate,lotte-group,Lotte Group,major,0
mars,마스,"Mars, Incorporated",Mars Inc,US,식음료,과자·제과,corporate,,,mega,0
meiji,메이지,Meiji,,JP,식음료,과자·제과,both,,,major,0
mms,엠앤엠즈,M&M's,엠엔엠|M&M,US,식음료,과자·제과,product,mars,"Mars, Incorporated",mega,0
mondelez,몬델리즈,Mondelez International,,US,식음료,과자·제과,corporate,,,mega,0
oreo,오레오,Oreo,,US,식음료,과자·제과,product,mondelez,Mondelez International,mega,0
orion,오리온,Orion,,KR,식음료,과자·제과,both,,,major,0
pepero,빼빼로,Pepero,,KR,식음료,과자·제과,product,lotte-wellfood,Lotte Wellfood,major,0
pepsico,펩시코,PepsiCo,,US,식음료,과자·제과,corporate,,,mega,0
pocky,포키,Pocky,,JP,식음료,과자·제과,product,glico,Ezaki Glico,major,0
pringles,프링글스,Pringles,,US,식음료,과자·제과,product,mars,"Mars, Incorporated",mega,0
saeukkang,새우깡,Saeukkang,Shrimp Cracker,KR,식음료,과자·제과,product,nongshim,Nongshim,major,0
snickers,스니커즈,Snickers,,US,식음료,과자·제과,product,mars,"Mars, Incorporated",mega,0
spc-samlip,SPC삼립,SPC Samlip,삼립,KR,식음료,과자·제과,both,spc-group,SPC Group,major,0
toblerone,토블론,Toblerone,,CH,식음료,과자·제과,product,mondelez,Mondelez International,major,0
bibigo,비비고,Bibigo,,KR,식음료,라면·가공식품,product,cj-cheiljedang,CJ CheilJedang,major,0
